"brand","name","sku","weight","length","width","height","supplier_sku","category"
"TapeTech","DISENGAGING ROD ","050034F","0.01","2.5","0.2","0.2","TTT050034F","AUTOMATIC TT PARTS"
"TapeTech","DISENGAGING ROD BEARING ","050041F","0.01","","","","TTT050041F","AUTOMATIC TT PARTS"
"TapeTech","ANVIL ","050043F","0.01","0.1","0.75","0.1","TTT050043F","AUTOMATIC TT PARTS"
"TapeTech","SUPPORT RIGHT CHAIN ROLLER TAPETECH","050046","0.0285","1","1.2","1.25","TTT050046","AUTOMATIC TT PARTS"
"TapeTech","NEEDLE HOLDER ","050050F","0.0045","0.2","0.2","0.8","TTT050050F","AUTOMATIC TT PARTS"
"TapeTech","GOOSER RELEASE CAM FOR 07TT TAPETECH","050053","0.01","1.5","0.5","0.2","TTT050053","AUTOMATIC TT PARTS"
"TapeTech","CONTROL VALVE ","050058","0.0175","2.25","1","0.01","TTT050058","AUTOMATIC TT PARTS"
"TapeTech","CUT OFF COVER ","050063","0.0915","9","1","1","TTT050063","AUTOMATIC TT PARTS"
"TapeTech","AUTOMATIC TAPER VALVE","050064F","0.01","1.5","1","1","TTT050064F","AUTOMATIC TT PARTS"
"TapeTech","AUTOMATIC TAPER GOOSER & CUTTER CHAIN STOP","0500686","0.01","","","","TTT0500686","AUTOMATIC TT PARTS"
"TapeTech","AXLE CREASER WHEEL ","050070F","0.007","0.25","0.25","1","TTT050070F","AUTOMATIC TT PARTS"
"TapeTech","FRONT SUPPORT ","050071F","0.03","0.3","1","0.3","TTT050071F","AUTOMATIC TT PARTS"
"TapeTech","REAR SUPPORT ","050072F","0.005","1","0.25","0.25","TTT050072F","AUTOMATIC TT PARTS"
"TapeTech","AUTOMATIC TAPER CREASER WHEEL","050073","0.0185","2","2","1","TTT050073","AUTOMATIC TT PARTS"
"TapeTech","CREASER CRANK TAPETECH ","050079","0.075","0.25","0.5","1.5","TTT050079","AUTOMATIC TT PARTS"
"TapeTech","SCREW BLOCK ","050080F","0.01","0.2","0.3","0.2","TTT050080F","AUTOMATIC TT PARTS"
"TapeTech","AUTOMATIC TAPER CREASER RETURN SPRING","050081F6","0.004","3","4","1","TTT050081F6","AUTOMATIC TT PARTS"
"TapeTech","CABLE DRUM","050083F","0.0335","2","1","1","TTT050083F","AUTOMATIC TT PARTS"
"TapeTech","BUSHING HEAD","050086F","0.01","","","","TTT050086F","AUTOMATIC TT PARTS"
"TapeTech","SPACER BAR ","050090F","0.001","2","0.2","0.2","TTT050090F","AUTOMATIC TT PARTS"
"TapeTech","TAPER WHEEL","050093F6","0.04","3","3","0.5","TTT050093F6","AUTOMATIC TT PARTS"
"TapeTech","TAPER WHEEL SPOOL ","050094F","0.094","2.28","2.28","1.5","TTT050094F","AUTOMATIC TT PARTS"
"TapeTech","BUSHING HEAD","050099F","0.0035","0.25","0.75","0.75","TTT050099F","AUTOMATIC TT PARTS"
"TapeTech","AUTOMATIC TAPER DRIVE HUB","050109F","0.03","","","","TTT050109F","AUTOMATIC TT PARTS"
"TapeTech","DRIVER SHAFT CHROME PLATED","050110F","0.0355","2.5","0.3","0.3","TTT050110F","AUTOMATIC TT PARTS"
"TapeTech","CUTTER BLOCK TUBE","050113F","0.022","0.25","0.25","3.75","TTT050113F","AUTOMATIC TT PARTS"
"TapeTech","AUTOMATIC TAPER DRIVE DOG SPRING","050115F6","0.002","0.15","1","1.5","TTT050115F6","AUTOMATIC TT PARTS"
"TapeTech","CAM ","050123","1","","","","TTT050123","AUTOMATIC TT PARTS"
"TapeTech","CHAIN ROLLER BUSHING ","050128F","0.0015","0.2","0.25","0.2","TTT050128F","AUTOMATIC TT PARTS"
"TapeTech","CUT-OFF SPRING","050132F","0.0585","5.5","0.5","0.5","TTT050132F","AUTOMATIC TT PARTS"
"TapeTech","AUTOMATIC TAPER PYRAMID BLADE","0501336","0.02","1","1","0.1","TTT0501336","AUTOMATIC TT PARTS"
"TapeTech","CHAIN ROLLER ","0501346","0.002","0.5","0.5","0.5","TTT0501346","AUTOMATIC TT PARTS"
"TapeTech","CUTTER BLOCK CLAMP","050137F","0.01","","","","TTT050137F","AUTOMATIC TT PARTS"
"TapeTech","SCREW 6.52X5.09 TAPETECH","050140F","0.004","0.2","0.2","2.55","TTT050140F","AUTOMATIC TT PARTS"
"TapeTech","CHAIN ROLLER SUPPORT (LEFT)","050141","0.01","0.3","1","1","TTT050141","AUTOMATIC TT PARTS"
"TapeTech","AUTOMATIC TAPER CUTTER CHAIN TUBE LINK","050144F","0.012","0.25","0.25","6.75","TTT050144F","AUTOMATIC TT PARTS"
"TapeTech","CREASER CHAIN","050145","0.01","6","0.2","0.1","TTT050145","AUTOMATIC TT PARTS"
"TapeTech","HUB ","050150F","0.005","0.25","0.5","0.75","TTT050150F","AUTOMATIC TT PARTS"
"TapeTech","SPACER ROD ","050152F","0.053","0.75","0.75","1.75","TTT050152F","AUTOMATIC TT PARTS"
"TapeTech","Bearing Bracket ","050154","0.001","0.05","1.2","1.4","TTT050154","AUTOMATIC TT PARTS"
"TapeTech","MAIN CHAIN GUARD ","050163","0.013","0.75","1.75","0.25","TTT050163","AUTOMATIC TT PARTS"
"TapeTech","PLASTIC PLUNGER","050200","0.01","1","2","1","TTT050200","AUTOMATIC TT PARTS"
"TapeTech","PLUNGER CUP ","0502036","0.0475","2","2","1","TTT0502036","AUTOMATIC TT PARTS"
"TapeTech","PLUNGER CUP WASHER ","050204","0.01","2","2","0.01","TTT050204","AUTOMATIC TT PARTS"
"TapeTech","HED HD CUP BOLT 1/4-20X3 /4","050205","0.01","0.75","0.5","0.5","TTT050205","AUTOMATIC TT PARTS"
"TapeTech","NUT TAPETECH","050212F","0.0085","1","0.2","0.2","TTT050212F","AUTOMATIC TT PARTS"
"TapeTech","ROLLER BUSHING","050214F","0.01","","","","TTT050214F","AUTOMATIC TT PARTS"
"TapeTech","TAPE SPOOL","050244","0.134","3","3","2.5","TTT050244","AUTOMATIC TT PARTS"
"TapeTech","CREASER CONNECTOR ","050249","0.0125","44","0.5","0.5","TTT050249","AUTOMATIC TT PARTS"
"TapeTech","BAND CLAMP BLACK TAPETECH","050402B","0.0335","1","2","3.5","TTT050402B","AUTOMATIC TT PARTS"
"TapeTech","KEEPER AXLE BLACK","050405B","0.009","0.96","0.48","0.48","TTT050405B","AUTOMATIC TT PARTS"
"TapeTech","CONTROL TUBE FLANGE BLACK","050410B","0.01","","","","TTT050410B","AUTOMATIC TT PARTS"
"TapeTech","CONTROL TUBE WHEEL ","050413","0.001","0.5","0.5","0.5","TTT050413","AUTOMATIC TT PARTS"
"TapeTech","ROLLER AXLES ","0504186","0.002","0.1","0.1","0.75","TTT0504186","AUTOMATIC TT PARTS"
"TapeTech","BRAKE ROLLER - 07TT/07TT-C TAPETECH","050500","0.01","0.1","0.1","0.1","TTT050500","AUTOMATIC TT PARTS"
"TapeTech","BRAKE TORTION SPRING ","050577","0.002","1","0.1","0.1","TTT050577","AUTOMATIC TT PARTS"
"TapeTech","MAIN SHAFT WASHER TAPETECH","050599","1","","","","TTT050599","AUTOMATIC TT PARTS"
"TapeTech","OUTLET VALVE HANDLE REPLACED 050001","051001","0.0425","4","3","1","TTT051001","AUTOMATIC TT PARTS"
"TapeTech","SIDE PLATE STAINLESS STEEL","051089","0.1325","0.1","3.25","7.75","TTT051089","AUTOMATIC TT PARTS"
"TapeTech","TAPER SIDE PLATE SPROCKET SIDE","051105","0.13","","","","TTT051105","AUTOMATIC TT PARTS"
"TapeTech","CUTTER BLOCK","051135","0.01","0.2","0.2","1","TTT051135","AUTOMATIC TT PARTS"
"TapeTech","STUB SHAFT ","051243","0.01","0.3","0.3","0.5","TTT051243","AUTOMATIC TT PARTS"
"TapeTech","BUSHING TRIGGER TAPETECH","051262","0.1","","","","TTT051262","AUTOMATIC TT PARTS"
"TapeTech","DRIP GUARD TAPE TECH","052011","0.0115","1","2","0.25","TTT052011","AUTOMATIC TT PARTS"
"TapeTech","BASE BRACKET TAPETECH ","052036","0.027","0.1","1.25","1.5","TTT052036","AUTOMATIC TT PARTS"
"TapeTech","COVER KEY FOR TAPER TAPETECH","052051","0.1","","","","TTT052051","AUTOMATIC TT PARTS"
"TapeTech","LOCK TAPETECH ","052052","0.0055","0.5","1","0.02","TTT052052","AUTOMATIC TT PARTS"
"TapeTech","TAPER HEAD ENCLOSURE TAPETECH","052055","0.0475","2.5","3.25","0.25","TTT052055","AUTOMATIC TT PARTS"
"TapeTech","SNAP OUT COVER TAPETECH ","052080","0.01","","","","TTT052080","AUTOMATIC TT PARTS"
"TapeTech","SHAFT ","052121F","0.025","3","0.2","0.2","TTT052121F","AUTOMATIC TT PARTS"
"TapeTech","SPROCKET DRIVER ","052125","0.0025","0.5","0.5","0.2","TTT052125","AUTOMATIC TT PARTS"
"TapeTech","BUSHING PLASTIC (NEW) REPLACES 059148","0521486","0.00125","4","4","1","TTT0521486","AUTOMATIC TT PARTS"
"TapeTech","SPROCKET BUSHING ","0521496","0.0001","0.5","0.5","0.5","TTT0521496","AUTOMATIC TT PARTS"
"TapeTech","BRAKE ADJUSTER ","052150","0.0075","1.25","0.1","0.49","TTT052150","AUTOMATIC TT PARTS"
"TapeTech","SIDE PLATE SPACER TAPETECH","052152","0.019","0.25","0.75","2.25","TTT052152","AUTOMATIC TT PARTS"
"TapeTech","WHEEL ENCLOSURE ","052214","0.0225","0.25","0.75","1","TTT052214","AUTOMATIC TT PARTS"
"TapeTech","CONTROL ARM BOSS ","052221","1","","","","TTT052221","AUTOMATIC TT PARTS"
"TapeTech","CONTROL ARM GUIDE FOR TAPER TAPETECH","052226","0.012","1","0.5","1.5","TTT052226","AUTOMATIC TT PARTS"
"TapeTech","TAPER BAND TAPETECH ","052229","0.0595","3","3","1","TTT052229","AUTOMATIC TT PARTS"
"TapeTech","SPOOL MOUNT TAPETECH ","052400B","0.1875","10","3","3","TTT052400B","AUTOMATIC TT PARTS"
"TapeTech","PLUNGER STOP SMALL TAPETECH","052401B","0.05","1","3","3","TTT052401B","AUTOMATIC TT PARTS"
"TapeTech","PLUNGER STOP LOCKING STRAP","052403","0.009","0.5","0.4","0.3","TTT052403","AUTOMATIC TT PARTS"
"TapeTech","KEEPER YOKE ","052404B","0.029","1.2","1","1","TTT052404B","AUTOMATIC TT PARTS"
"TapeTech","Keeper Tube Cradle ","052407B","0.0125","1","1","2.5","TTT052407B","AUTOMATIC TT PARTS"
"TapeTech","CONTROL TUBE ANODIZED TAPETECH","052415A","0.84","13","2.5","2.5","TTT052415A","AUTOMATIC TT PARTS"
"TapeTech","BRAKE SPRING MOUNT ","052576","0.0065","0.5","0.2","0.2","TTT052576","AUTOMATIC TT PARTS"
"TapeTech","GOOSER ASSEMBLY ","054028","0.028","0.75","1","1.5","TTT054028","AUTOMATIC TT PARTS"
"TapeTech","PUSH ROD ASSEMBLY","054032F","0.034","2","2","4","TTT054032F","AUTOMATIC TT PARTS"
"TapeTech","BAFFLE PLATE ASSEMBLY TAPETECH","054048F","0.05","2.5","2.5","0.025","TTT054048F","AUTOMATIC TT PARTS"
"TapeTech","AUTOMATIC TAPER FILLER VALVE ASSEMBLY","054059F","0.06","0.6","0.6","1.5","TTT054059F","AUTOMATIC TT PARTS"
"TapeTech","FILLER TUBE WITH VALVE ","054064F","0.078","1.8","0.75","0.75","TTT054064F","AUTOMATIC TT PARTS"
"TapeTech","TAPE RUNNER ASSEMBLY RIGHT","054075","0.03","0.3","1.5","2","TTT054075","AUTOMATIC TT PARTS"
"TapeTech","LONG CREASER ASSEMBLY","054095F","0.025","1","0.5","3.75","TTT054095F","AUTOMATIC TT PARTS"
"TapeTech","SHORT CREASER ASSEMBLY","054096F","0.0225","4","0.5","0.5","TTT054096F","AUTOMATIC TT PARTS"
"TapeTech","TAPE GUIDE ASSEMBLY ","054101","0.14","7","2","0.3","TTT054101","AUTOMATIC TT PARTS"
"TapeTech","TAPE RUNNER ASSEMBLY LEFT","054104","0.0225","0.25","1.75","2.25","TTT054104","AUTOMATIC TT PARTS"
"TapeTech","SHAFT DRIVE ASSEMBLY (INCLUDES SPROCKET)","054110F","0.05","","","","TTT054110F","AUTOMATIC TT PARTS"
"TapeTech","GOOSER GUIDE BUSHING ","054111F","0.02","5","0.3","0.3","TTT054111F","AUTOMATIC TT PARTS"
"TapeTech","SPROCKET DRIVER ASSEMBLY ","054114F","0.09375","2.25","2.25","0.5","TTT054114F","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH DRIVE DOG ASSEMBLY","054116F","0.01","0.1","0.2","1.5","TTT054116F","AUTOMATIC TT PARTS"
"TapeTech","DRIVE DOG HOLDER ASSEMBLY","054118F","0.02","2","1","0.5","TTT054118F","AUTOMATIC TT PARTS"
"TapeTech","AUTOMATIC TAPER CABLE","054209F6","0.002","3","3","1","TTT054209F6","AUTOMATIC TT PARTS"
"TapeTech","CONTROL ARM ASSEMBLY TAPETECH","054219","0.3045","11","1","1","TTT054219","AUTOMATIC TT PARTS"
"TapeTech","TRIGGER ASSEMBLY TRIGGER ASSB FOR TAPER","054245F","0.139","0.5","1","4","TTT054245F","AUTOMATIC TT PARTS"
"TapeTech","AUTOMATIC TAPER LOCKING ROLLER ASSY (ASGARD)","055007","0.006","0.25","0.25","0.45","TTT055007","AUTOMATIC TT PARTS"
"TapeTech","NEEDLE SPRING (REPLACES 059022)","056022","0.01","1.25","0.2","0.1","TTT056022","AUTOMATIC TT PARTS"
"TapeTech","TAPER HEAD ","056100F","0.219","3","3","2","TTT056100F","AUTOMATIC TT PARTS"
"TapeTech","PYRAMID BLADE STAINLESS STEEL","0561336","0.002","","","","TTT0561336","AUTOMATIC TT PARTS"
"TapeTech","CUTTER CHAIN ASSEMBLY STAINLESS STEEL","056135","0.064","0.25","0.25","9","TTT056135","AUTOMATIC TT PARTS"
"TapeTech","CUTTER CHAIN #056142 ","056142F","0.0225","4","0.15","0.15","TTT056142F","AUTOMATIC TT PARTS"
"TapeTech","GOLD TAPER TUBE ","056248G","1.5845","49.5","3","3","TTT056248G","AUTOMATIC TT PARTS"
"TapeTech","TT BAZOOKA OIL AEROSOL SPRAY 8 OZ","056707","0.733","2.75","2.75","6.5","TTT056707","LUBRICANTS"
"TapeTech","HEX L-KEY .050 TAPE TECH","057352","0.002","0.1","0.75","2.75","TTT057352","AUTOMATIC TT PARTS"
"TapeTech","HEX L-KEY .062 TAPETECH","057353","0.0035","3","0.5","0.05","TTT057353","AUTOMATIC TT PARTS"
"TapeTech","TAPER MAIN CHAIN SST ","058126F","0.07","","","","TTT058126F","AUTOMATIC TT PARTS"
"TapeTech","40-4 HEX SST NUT ","059005","0.002","0.5","0.5","0.5","TTT059005","AUTOMATIC TT PARTS"
"TapeTech","ROLLER AXLE SPRING ","0590106","0.0005","0.01","0.01","2","TTT0590106","AUTOMATIC TT PARTS"
"TapeTech","6-32 x 3/8 FILLISTER HEAD SST SCREW +","0590126","0.002","0.2","0.2","0.5","TTT0590126","AUTOMATIC TT PARTS"
"TapeTech","6-32 x 5/16 ROUND HEAD SST SCREW +","059013","0.001","0.25","0.25","0.35","TTT059013","AUTOMATIC TT PARTS"
"TapeTech","Screw 4-40 X 3/16 Truss Hd. S.S","059014","0.0008","0.25","0.25","0.25","TTT059014","AUTOMATIC TT PARTS"
"TapeTech","6-32x1/4 FILLISTER HEAD SST SCREW HD","0590156","0.0015","0.2","0.2","0.35","TTT0590156","AUTOMATIC TT PARTS"
"TapeTech","#6 LOCK WASHER MEDIUM SPRING SST","0590166","0.00033","0.1","0.25","0.25","TTT0590166","AUTOMATIC TT PARTS"
"TapeTech","6-32 THIN STOPNUT ","0590186","0.0015","0.15","0.3","0.3","TTT0590186","AUTOMATIC TT PARTS"
"TapeTech","AUTOMATIC TAPER 3/8 BIND HEAD SST SCREW +","0590206","0.16667","0.2","0.2","0.2","TTT0590206","AUTOMATIC TT PARTS"
"TapeTech","4-40 X 5/32 BIND HEADSCR EW SST","059021","0.01","","","","TTT059021","AUTOMATIC TT PARTS"
"TapeTech","CHAIN KEEPER WASHER ","059024","0.01","0.01","0.5","0.5","TTT059024","AUTOMATIC TT PARTS"
"TapeTech","5/64 x 1/2 SST COTTER PIN","0590256","0.001","0.1","0.2","0.8","TTT0590256","AUTOMATIC TT PARTS"
"TapeTech","6-32x5/8 Flat head Screw ","059029","0.0036","0.25","0.25","0.6","TTT059029","AUTOMATIC TT PARTS"
"TapeTech","4-40 x 1/4"" BIND HEAD SST SCREW +","0590376","0.001","0.1","0.1","0.25","TTT0590376","AUTOMATIC TT PARTS"
"TapeTech","#4 MEDIUM SPRING LOCKWASHER +","059038","0.00058","0.01","0.2","0.2","TTT059038","AUTOMATIC TT PARTS"
"TapeTech","O RING ","059040","0.0002","0.1","0.25","0.25","TTT059040","AUTOMATIC TT PARTS"
"TapeTech","Insert ","059044","0.0015","0.25","0.5","0.5","TTT059044","AUTOMATIC TT PARTS"
"TapeTech","SCREW 2-56X1/8 BIND HD SS TAPETECH","059047","1","0.1","0.1","0.1","TTT059047","AUTOMATIC TT PARTS"
"TapeTech","AUTOMATIC TAPER GOOSER NEEDLE","0590496","1","","","","TTT0590496","AUTOMATIC TT PARTS"
"TapeTech","6-32 x 3/16"" FILLISTER HEAD SST SCREW +","0590516","0.0015","0.2","0.2","0.25","TTT0590516","AUTOMATIC TT PARTS"
"TapeTech","2-56x 3/16"" FIL HEAD SCREW","0590566","0.00033","0.15","0.15","0.25","TTT0590566","AUTOMATIC TT PARTS"
"TapeTech","4-40 x 3/16"" BIND HEAD SST SCREW +","0590576","0.001","0.25","0.25","0.25","TTT0590576","AUTOMATIC TT PARTS"
"TapeTech","AUTOMATIC TAPER 3-48 STOP NUT +","059060","0.01","","","","TTT059060","AUTOMATIC TT PARTS"
"TapeTech","VALVE SPRING ","059061F","0.0006","0.1","0.1","0.5","TTT059061F","AUTOMATIC TT PARTS"
"TapeTech","KEY RING ","059067","0.005","0.1","1","1","TTT059067","AUTOMATIC TT PARTS"
"TapeTech","8-32 HEX ELASTIC STOPNUT +","059074","0.0025","0.2","0.4","0.4","TTT059074","AUTOMATIC TT PARTS"
"TapeTech","NYLINER BEARING","0590786","0.001","0.25","0.25","0.25","TTT0590786","AUTOMATIC TT PARTS"
"TapeTech","DRUM WASHER","0590826","0.001","0.05","0.75","0.75","TTT0590826","AUTOMATIC TT PARTS"
"TapeTech","AUTOMATIC TAPER 1/4"" 1/2 DOG SST SET SCREW","0590846","0.00158","0.15","0.15","0.25","TTT0590846","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH SCREW 8-32X1/4 FIL HD SS","059085","0.00133","0.25","0.25","0.35","TTT059085","AUTOMATIC TT PARTS"
"TapeTech","NUT 3-48 HEX, MINI SS ","059087","0.0005","0.05","0.15","0.15","TTT059087","AUTOMATIC TT PARTS"
"TapeTech","6-32 x 1/2"" FILLISTER HEAD SST SCREW +","059091","0.01","0.1","0.1","0.6","TTT059091","AUTOMATIC TT PARTS"
"TapeTech","8-32 X 1-1/2 ROUND HEAD SCREW SST","059092","0.008","0.2","0.2","1.75","TTT059092","AUTOMATIC TT PARTS"
"TapeTech","4-40 x 1/4"" FLAT HEAD SST SCREW +","0591026","0.00058","0.25","0.2","0.2","TTT0591026","AUTOMATIC TT PARTS"
"TapeTech","Screw 4-40 X 1/8 Sltd Fl Hd SST.","059106","0.01","","","","TTT059106","AUTOMATIC TT PARTS"
"TapeTech","6-32x1/4 Flat Head Screw ","059107","0.01","0.3","0.1","0.1","TTT059107","AUTOMATIC TT PARTS"
"TapeTech","SCREW SELF TAP #8  x 5/16","059117","0.002","0.49","0.25","0.25","TTT059117","AUTOMATIC TT PARTS"
"TapeTech","DRIVE DOG HOLDER PIN ","059119","0.01","0.3","0.01","0.01","TTT059119","AUTOMATIC TT PARTS"
"TapeTech","DRIVE DOG AXLE ","059120","0.01","0.5","0.05","0.05","TTT059120","AUTOMATIC TT PARTS"
"TapeTech","Screw 8-32 X 5/8 Truss Hd. S.S","059127","0.0045","0.3","0.3","0.75","TTT059127","AUTOMATIC TT PARTS"
"TapeTech","CUTTER BLOCK PIN ","059129","0.01","0.3","0.05","0.05","TTT059129","AUTOMATIC TT PARTS"
"TapeTech","1/16"" x 1/2"" SST COTTER PIN +","0591436","0.0005","0.1","0.15","0.75","TTT0591436","AUTOMATIC TT PARTS"
"TapeTech","4-40 x 5/16"" BIND HEAD SST SCREW +","0591566","0.00067","0.2","0.2","0.35","TTT0591566","AUTOMATIC TT PARTS"
"TapeTech","4-40 x 3/8"" FILLISTER HEAD SST SCREW +","059161","0.01","","","","TTT059161","AUTOMATIC TT PARTS"
"TapeTech","AUTOMATIC TAPER #6 EXT WASHER +","059164","0.01","","","","TTT059164","AUTOMATIC TT PARTS"
"TapeTech","SCREW 5-40 X 3/4 RD HEAD SST","059201","0.0065","0.5","0.3","0.5","TTT059201","AUTOMATIC TT PARTS"
"TapeTech","1/4""-20 SS COUNTERSINK NUT TAPETECH","059206","0.0115","0.2","0.6","0.6","TTT059206","AUTOMATIC TT PARTS"
"TapeTech","4-40 X 3/8"" BIND HEAD SST SCREW","059217","0.002","0.49","0.25","0.24","TTT059217","AUTOMATIC TT PARTS"
"TapeTech","ANGLE APPLICATOR 10-32 SST STOP NUT +","059225","0.004","0.5","0.5","0.5","TTT059225","AUTOMATIC TT PARTS"
"TapeTech","5-40 x 13/32"" BIND HEAD SST SCREW","059230","0.002","0.2","0.2","0.4","TTT059230","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH SCREW 1/4-20 X 1/2 FL HD SS","059238","0.0085","0.5","0.5","0.5","TTT059238","AUTOMATIC TT PARTS"
"TapeTech","8-32 HEX HD NUT SST ","0592606","0.0025","0.15","0.35","0.35","TTT0592606","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH 4-40X7/16 BINDING HD SCREW","059264","1","","","","TTT059264","AUTOMATIC TT PARTS"
"TapeTech","10-32 x 5/8 BUTTONHEAD SOCKET CAP","059323","0.005","0.5","0.5","0.75","TTT059323","AUTOMATIC TT PARTS"
"TapeTech","O-RING  -031 50 DUROMETER","0593286","0.001","0.1","2","2","TTT0593286","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH SCREW 10-32 X 1 UNDERCUT","059329","0.004","0.25","0.25","1","TTT059329","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH SETSCREW 10-32 X 5/16","059331","0.0008","0.1","0.1","0.25","TTT059331","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH 0-RING 1MM X 11MM","059332","0.001","0.05","0.5","0.5","TTT059332","AUTOMATIC TT PARTS"
"TapeTech","O RING TAPETECH ","059333","0.00035","0.1","0.25","0.25","TTT059333","AUTOMATIC TT PARTS"
"TapeTech","RUBBER WASHER TAPETECH ","059423","0","","","","TTT059423","AUTOMATIC TT PARTS"
"TapeTech","6-32 x 5/8 SOCKET HEAD CAP SCREW","059426","0.00133","0.25","0.25","0.75","TTT059426","AUTOMATIC TT PARTS"
"TapeTech","SCREW 4-40X1/2 BINDING HD SST TAPE TECH","059616","0.0015","0.25","0.25","0.5","TTT059616","AUTOMATIC TT PARTS"
"TapeTech","O-RING GOOSER STOP -109 BUNA TAPETECH","059807","0.01","","","","TTT059807","AUTOMATIC TT PARTS"
"TapeTech","EASYCLEAN AUTOMATIC TAPER","07TT","10.043","55","7","7","TTT07TT","AUTOMATIC TAPING TOOLS"
"TapeTech","BLACK CARBON FIBER AUTO TAPER","07TTC","9.058","55.5","7","7","TTT07TTC","AUTOMATIC TAPING TOOLS"
"TapeTech","E-CLIP #25 TAPETECH","129061","0.0015","0.05","0.5","0.5","TTT129061","AUTOMATIC TT PARTS"
"TapeTech","SPRING LATCH TAPETECH","130004","0","","","","TTT130004","AUTOMATIC TT PARTS"
"TapeTech","NEEDLE PLUG TAPETECH","140007","0","","","","TTT140007","AUTOMATIC TT PARTS"
"TapeTech","MUD RUNNER BALL OUTLET TAPETECH","140010","1","","","","TTT140010","AUTOMATIC TT PARTS"
"TapeTech","Control Bushing ","140013","0.01","","","","TTT140013","AUTOMATIC TT PARTS"
"TapeTech","CONTROL TUBE CAP TAPETECH","140014","0.25","","","","TTT140014","AUTOMATIC TT PARTS"
"TapeTech","PUSHROD CAP TAPETECH","140017","0","","","","TTT140017","AUTOMATIC TT PARTS"
"TapeTech","MUD RUNNER SPRING TAPETECH","140018","1","","","","TTT140018","AUTOMATIC TT PARTS"
"TapeTech","LOCK BLOCK FOR 14TT TAPETECH","140038","1","","","","TTT140038","AUTOMATIC TT PARTS"
"TapeTech","ROTARY DRAW LATCH ","140039","1","","","","TTT140039","AUTOMATIC TT PARTS"
"TapeTech","TUBE ONLY FOR MUDRUNNER ","142001","0.57","","","","TTT142001","AUTOMATIC TT PARTS"
"TapeTech","BAND ASSEMBLY TAPETECH","145011","0","","","","TTT145011","AUTOMATIC TT PARTS"
"TapeTech","ROUND LIP U-CUP ","149021","0.02","","","","TTT149021","AUTOMATIC TT PARTS"
"TapeTech","ROUND LIP U-CUP TAPETECH","149022","1","","","","TTT149022","AUTOMATIC TT PARTS"
"TapeTech","ROUND LIP U-CUP ","149023","0.005","","","","TTT149023","AUTOMATIC TT PARTS"
"TapeTech","M6 STOP NUT SST TAPETECH","149024","1","","","","TTT149024","AUTOMATIC TT PARTS"
"TapeTech","8-32 X 9/16 TORX BUTTON HD TAPETECH","149025","0.00367","0.25","0.25","0.6","TTT149025","AUTOMATIC TT PARTS"
"TapeTech","NYLON BUSHING #6 ","149028","1","","","","TTT149028","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH WASHER NAS620C 1/4","149029","1","","","","TTT149029","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH O-RING BUNA 2-318","149031","0.003","0.15","1.25","1.25","TTT149031","AUTOMATIC TT PARTS"
"TapeTech","O RING  BUNA  2-230 ","149032","0.006","3","3","0.15","TTT149032","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH WASHER NYLON ","149034","1","","","","TTT149034","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH ROD WIPER ","149035","0.01","","","","TTT149035","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH SCREW 5-40X3/16 BINDING HEAD SST","149037","1","","","","TTT149037","AUTOMATIC TT PARTS"
"TapeTech","THREADED GAS SPRING TAPETECH","149120","0.1","","","","TTT149120","AUTOMATIC TT PARTS"
"TapeTech","COUPLING PIN FOR CORNER ROLLER","150004F","1","","","","TTT150004F","AUTOMATIC TT PARTS"
"TapeTech","Inner Roller ","151011","0.006","0.25","0.25","0.75","TTT151011","AUTOMATIC TT PARTS"
"TapeTech","CORNER ROLLER STUD ","152006","0.02","2","0.1","0.2","TTT152006","AUTOMATIC TT PARTS"
"TapeTech","SPACER ","152025","0.0035","0.25","0.5","0.5","TTT152025","AUTOMATIC TT PARTS"
"TapeTech","SWIVEL ASSEMBLY FOR 15TT TAPETECH","154007","0.1","","","","TTT154007","AUTOMATIC TT PARTS"
"TapeTech","8-32 X 3/8 FIL HEAD SST ","159010","0.002","0.5","0.2","0.2","TTT159010","AUTOMATIC TT PARTS"
"TapeTech","Nylon Washer ","159023","0.01","","","","TTT159023","AUTOMATIC TT PARTS"
"TapeTech","External Retaining Ring   25 Dia Shaft","159024","9E-05","0.01","0.25","0.25","TTT159024","AUTOMATIC TT PARTS"
"TapeTech","LONG NUT ","159026","0.01","","","","TTT159026","AUTOMATIC TT PARTS"
"TapeTech","WASHER 3/8"" OD 3/16"" ID SST","159027","0.2","12","0.01","0.2","TTT159027","AUTOMATIC TT PARTS"
"TapeTech","INSIDE CORNER ROLLER WITHOUT HANDLE","15TTEWOH","2.1235","10","6.5","5.5","TTT15TTEWOH","AUTOMATIC TAPING TOOLS"
