site_key,source,method,resource_type,status,url,content_type,content_length,same_origin,structured,product_score,platform_hint,elapsed_ms
als_taping_tools,browser,GET,script,200,https://cdn-scripts.signifyd.com/o/lite.js?sessionId=stores%252Fdbb3r9a7se-XnSGhHMfuf7FCRQF&ping=false&profile=true&pageURL=https%253A%252F%252Fwww.alstapingtools.com%252Fcolumbia-10-fat-boy-drywall-flat-finishing-box%252F,application/javascript,153626,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static.klaviyo.com/onsite/js/signup_forms.1f8336a320367.js?cb=2,text/javascript,525,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static.klaviyo.com/onsite/js/runtime.2127b9f284469.js?cb=2,text/javascript,7189,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static.klaviyo.com/onsite/js/vendors~static~in_app_forms~signup_forms~post_identification_sync~web_personalization~client_identity~server_side_cookies~reviews~telemetry~customerHubRoot~contentBlocks~embeddedIntegrationBlocks~favorites~faq~.8d6c8876258ae.js?cb=2,text/javascript,4176,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static-tracking.klaviyo.com/onsite/js/static.2ec7158a674ab.js?cb=2,text/javascript,518,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static-tracking.klaviyo.com/onsite/js/post_identification_sync.c24f1a19e213a.js?cb=2,text/javascript,1970,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static-tracking.klaviyo.com/onsite/js/telemetry.a7ab30aed9e7b.js?cb=2,text/javascript,5745,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://invitejs.trustpilot.com/tp.min.js,application/javascript,9849,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static-tracking.klaviyo.com/onsite/js/fender_analytics.7db1ff1fe0783.js?cb=2,text/javascript,13911,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static.klaviyo.com/onsite/js/sharedUtils.041038423f505.js?cb=2,text/javascript,23721,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static.klaviyo.com/onsite/js/default~in_app_forms~signup_forms.06d46f5f020f8.js?cb=2,text/javascript,12001,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static.klaviyo.com/onsite/js/event_adapter.a8b6cc8b3fcd8.js?cb=2,text/javascript,286,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static.klaviyo.com/onsite/js/vendors~in_app_forms~signup_forms.dcf7d11f6b2cf.js?cb=2,text/javascript,4158,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static.klaviyo.com/onsite/js/vendors~in_app_forms~signup_forms~client_identity~telemetry~onsite-triggering-v2~.67b58633b3238.js?cb=2,text/javascript,3014,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static.klaviyo.com/onsite/js/vendors~in_app_forms~signup_forms~reviews~atlas~product_recommendations.8ab9a4ef82ae0.js?cb=2,text/javascript,10376,False,False,0,unknown,
als_taping_tools,browser,GET,image,200,https://drive.google.com/drive-viewer/AKGpihbiZoTJpwRj3HIYUXeW26rQSfl_XwAgkcSoTqMztADki59qObGsp86B80ofSzowZ8oSij4hNjdOhP_b-uhNzq21ZKS1TLTGZQ=s1600-rw-v1,image/webp,81146,False,False,0,unknown,
als_taping_tools,browser,POST,fetch,204,https://www.google-analytics.com/g/collect?v=2&tid=G-9WQSKK8NB4&gtm=45je68c1v874547031za200zd874547031&_p=1786961068916&gcs=G100&gcd=13p3p3p3p5l1&npa=1&dma_cps=-&dma=0&gdid=dMjk3Nj&ecid=1895296048&_eu=AAAAAGAC&are=1&cid=865131916.1786961069&ec_mode=a&frm=0&pscdl=denied&rcb=16&sr=1280x720&uaa=x86&uab=64&uafvl=Chromium%3B140.0.7339.16%7CNot%253DA%253FBrand%3B24.0.0.0%7CHeadlessChrome%3B140.0.7339.16&uam=&uamb=0&uap=Windows&uapv=10.0&uaw=0&ul=en-us&gaf=2&_s=1&tag_exp=115616985~115938466~115938469~118395334~118897920~118897930~119367802~119367810~119381664~119527019~120385423&sid=1786961068&sct=1&seg=0&dl=https%3A%2F%2Fwww.alstapingtools.com%2Fcolumbia-10-fat-boy-drywall-flat-finishing-box%2F&dt=Columbia+10%22+Fat+Boy+Drywall+Flat+Finishing+Box+%7C+Columbia+%7C+Al%27s+Taping+Tools&en=page_view&_fv=1&_nsi=1&_ss=1&_ee=1&tfd=4257,text/plain,0,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://www.googletagmanager.com/gtag/js?id=UA-3016990-1&cx=c&gtm=4e68c1,application/javascript,119945,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://www.gstatic.com/recaptcha/releases/XOqlk8PL_yVx6IdpLbpXdiLy/recaptcha__en.js,text/javascript,343725,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://imgs.signifyd.com/fp/tags.js?org_id=w2txo5aa&session_id=stores%2Fdbb3r9a7se-XnSGhHMfuf7FCRQF&pageid=2,text/javascript,102499,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,blob:https://www.alstapingtools.com/35d525cc-e802-442c-8135-6f0ba2cbacdf,application/javascript,18081,False,False,0,unknown,
als_taping_tools,browser,GET,stylesheet,200,https://www.gstatic.com/og/_/ss/k=og.asy.9Q700GE9vS8.L.W.O/m=adcgm3/excm=/d=1/ed=1/ct=zgms/rs=AA2YrTsRuNmCV8-MvcUrMFLovs9q-zsGbw,text/css,1196,False,False,0,unknown,
als_taping_tools,browser,GET,font,200,https://fonts.gstatic.com/s/googlesans/v62/4UaRrENHsxJlGDuGo1OIlJfC6l_24rlCK1Yo_Iq2vgCI.woff2,font/woff2,55256,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static.klaviyo.com/onsite/js/vendors~Render~ClientStore~~~onsite-back-in-stock.210539c58f3d1.js?cb=2,text/javascript,2136,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static.klaviyo.com/onsite/js/5684.bd1b9054fc8a1.js?cb=2,text/javascript,8523,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://www.google-analytics.com/analytics.js,text/javascript,20802,False,False,0,unknown,
als_taping_tools,browser,GET,document,200,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6LcjX0sbAAAAACp92-MNpx66FT4pbIWh-FTDmkkz&co=aHR0cHM6Ly93d3cuYWxzdGFwaW5ndG9vbHMuY29tOjQ0Mw..&hl=en&v=XOqlk8PL_yVx6IdpLbpXdiLy&size=normal&anchor-ms=20000&execute-ms=30000&cb=2mlz7vsg5aza,text/html,,False,False,0,unknown,
als_taping_tools,browser,GET,stylesheet,200,https://microapps.bigcommerce.com/b2b-buyer-portal/assets/performStorefrontLogout-Bri8hIxw.css,text/css,1708,False,False,0,bigcommerce,
als_taping_tools,browser,GET,script,200,"https://www.gstatic.com/og/_/js/k=og.asy.en_US.YVNN6qSDVLg.2019.O/rt=j/m=_ac,_awd,ada,lldp,qads/exm=/d=1/ed=1/rs=AA2YrTsce-GrF2EbGSLRRxCOPQsLzDo-wA",text/javascript,88112,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://microapps.bigcommerce.com/b2b-buyer-portal/chunks/lodashEs.X94Umg-w.js,application/javascript,11983,False,False,0,bigcommerce,
als_taping_tools,browser,GET,script,200,https://microapps.bigcommerce.com/b2b-buyer-portal/chunks/muiIcon.BDllk8y8.js,application/javascript,2907,False,False,0,bigcommerce,
als_taping_tools,browser,GET,script,200,https://microapps.bigcommerce.com/b2b-buyer-portal/chunks/router.ay8TaRGf.js,application/javascript,7829,False,False,0,bigcommerce,
als_taping_tools,browser,GET,stylesheet,200,https://www.gstatic.com/recaptcha/releases/XOqlk8PL_yVx6IdpLbpXdiLy/styles__ltr.css,text/css,42353,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://microapps.bigcommerce.com/b2b-buyer-portal/chunks/eCache.CLywgDLw.js,application/javascript,4276,False,False,0,bigcommerce,
als_taping_tools,browser,GET,script,200,https://microapps.bigcommerce.com/b2b-buyer-portal/chunks/index.Ch8l1SP1.js,application/javascript,12978,False,False,0,bigcommerce,
als_taping_tools,browser,GET,script,200,https://microapps.bigcommerce.com/b2b-buyer-portal/chunks/dateFns.D0Ne9Ecw.js,application/javascript,6026,False,False,0,bigcommerce,
als_taping_tools,browser,GET,script,200,"https://www.gstatic.com/_/apps-fileview/_/js/k=apps-fileview.v.en.ajUIg_QhPsU.O/am=QICocA/d=1/rs=AO0039uthRGbv50iPqTCaVxue1nW1AJ95Q/m=v,wb?wli=v.DXvoHTjKlWU.inkLoadThreadedWasmModule.O%3A%3Bv.GSFdofWPQV0.inkLoadWasmModule.O%3A%3B",text/javascript,1380802,False,False,0,unknown,
als_taping_tools,browser,POST,xhr,200,https://ogads-pa.clients6.google.com/$rpc/google.internal.onegoogle.asyncdata.v1.AsyncDataService/GetAsyncData,application/json+protobuf,30,False,False,0,unknown,
als_taping_tools,browser,GET,document,200,https://drive.google.com/auth_warmup,text/html,0,False,False,0,unknown,
als_taping_tools,browser,GET,stylesheet,200,https://fonts.googleapis.com/css2?family=Cabin%3Aital%2Cwght%400%2C400%3B0%2C500%3B0%2C700&display=swap,text/css,,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://www.gstatic.com/recaptcha/releases/XOqlk8PL_yVx6IdpLbpXdiLy/recaptcha__en.js,text/javascript,343725,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://microapps.bigcommerce.com/b2b-buyer-portal/chunks/toolkit.F4RPx8LB.js,application/javascript,9524,False,False,0,bigcommerce,
als_taping_tools,browser,GET,script,200,https://microapps.bigcommerce.com/b2b-buyer-portal/chunks/intl.BwfdGZgr.js,application/javascript,16324,False,False,0,bigcommerce,
als_taping_tools,browser,GET,image,200,https://www.gstatic.com/recaptcha/api2/logo_48.png,image/png,2228,False,False,0,unknown,
als_taping_tools,browser,GET,font,200,https://fonts.gstatic.com/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBA.woff2,font/woff2,40128,False,False,0,unknown,
als_taping_tools,browser,POST,fetch,200,https://play.google.com/log?format=json&hasfast=true,text/plain,131,False,False,0,unknown,
als_taping_tools,browser,GET,font,200,https://fonts.gstatic.com/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBA.woff2,font/woff2,40128,False,False,0,unknown,
als_taping_tools,browser,GET,xhr,200,https://fast.a.klaviyo.com/custom-fonts/api/v1/company-fonts/onsite?company_id=QYJEPx,application/json,302,False,True,3,shopify,
als_taping_tools,browser,GET,xhr,200,https://a.klaviyo.com/forms/api/v3/geo-ip,application/json,43,False,True,0,shopify,
als_taping_tools,browser,GET,script,200,https://microapps.bigcommerce.com/b2b-buyer-portal/chunks/performStorefrontLogout.Bz9OlfHK.js,application/javascript,109336,False,False,0,bigcommerce,
als_taping_tools,browser,GET,script,200,https://microapps.bigcommerce.com/b2b-buyer-portal/chunks/mui.D27bpOyG.js,application/javascript,148607,False,False,0,bigcommerce,
als_taping_tools,browser,GET,script,200,https://www.gstatic.com/feedback/js/help/prod/service/lazy.min.js,text/javascript,40361,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://youtube.googleapis.com/iframe_api,text/javascript,1000,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://youtube.googleapis.com/s/player/b0d2d49a/www-widgetapi.vflset/www-widgetapi.js,text/javascript,8842,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=XOqlk8PL_yVx6IdpLbpXdiLy,text/javascript,102,False,False,0,unknown,
als_taping_tools,browser,GET,other,200,https://www.gstatic.com/recaptcha/releases/XOqlk8PL_yVx6IdpLbpXdiLy/recaptcha__en.js,text/javascript,343725,False,False,0,unknown,
als_taping_tools,browser,GET,image,200,https://ssl.gstatic.com/docs/common/viewer/v3/v-sprite94.svg,image/svg+xml,14335,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://www.gstatic.com/_/apps-fileview/_/js/k=apps-fileview.v.en.ajUIg_QhPsU.O/am=QICocA/d=0/rs=AO0039uthRGbv50iPqTCaVxue1nW1AJ95Q/m=pmbBwd?wli=v.DXvoHTjKlWU.inkLoadThreadedWasmModule.O%3A%3Bv.GSFdofWPQV0.inkLoadWasmModule.O%3A%3B,text/javascript,167,False,False,0,unknown,
als_taping_tools,browser,GET,xhr,200,https://static-forms.klaviyo.com/forms/api/v7/QYJEPx/full-forms,application/json,3310,False,True,2,unknown,
als_taping_tools,browser,POST,fetch,200,https://play.google.com/log?format=json&hasfast=true,text/plain,131,False,False,0,unknown,
als_taping_tools,browser,POST,fetch,200,https://play.google.com/log?format=json&hasfast=true,text/plain,131,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://apis.google.com/js/client.js,text/javascript,5869,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static.klaviyo.com/onsite/js/default~Render~ClientStore~~onsite-back-in-stock.5965c71706ed1.js?cb=2,text/javascript,4036,False,False,0,bigcommerce,
als_taping_tools,browser,GET,script,200,https://static.klaviyo.com/onsite/js/default~Render~back-in-stock-dynamic-button-handler~ClientStore~.a3aa8293ecd5a.js?cb=2,text/javascript,3213,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,"https://www.gstatic.com/_/apps-fileview/_/js/k=apps-fileview.v.en.ajUIg_QhPsU.O/am=QICocA/d=0/rs=AO0039uthRGbv50iPqTCaVxue1nW1AJ95Q/m=sy0,ws9Tlc,cEt90b,L1AAkb,ZzYu3e?wli=v.DXvoHTjKlWU.inkLoadThreadedWasmModule.O%3A%3Bv.GSFdofWPQV0.inkLoadWasmModule.O%3A%3B",text/javascript,2534,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static.klaviyo.com/onsite/js/ClientStore.d04cc9adefd8c.js?cb=2,text/javascript,2876,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static.klaviyo.com/onsite/js/default~Render~ClientStore~.ded51e972ac4a.js?cb=2,text/javascript,20924,False,False,0,unknown,
als_taping_tools,browser,GET,xhr,200,https://drive.google.com/viewer/upload?ds=APznzaYmRTFvu-gKVISfZIgBhnD9lZDB61txv8L08Ehfm9AN0olWwx6h9chsp4Nh7ApbZhmsc3ZEETh5iHgfyI0i1Ny1U2PKEwLvUJwe3vZOXtotxDi7wTh0WB5FUdNBKxCdf2WFc7VtwPay5fK4AEJeccUA0ZXfOHMINUOQ6w4nOQ2yiXp2MwjpNTrEIna7ZrqcqU6Gc-ZOwgqVpvGDkIO2CzgTH6ngGpUpL3ywjpjbfDGlco7RcmH_SIIcTSWQaOwHVLK2QnULBoewCA1RCCQ1BnPNCg9UqXZzMwoF5bOE6v2dbWnTiSPrVTBHuBd51i9BVu0rn1B3U0eh487ihCbRKoUdqh_dKZO1heN_S-qj4s0LWwzpsUgsl8YbgPwDK1FAAwXO7mVOOvSpyMYP9QAbQf3uzY7PqzIBndewpiil6vI70xfgE_g%3D&ck=drive&dsmi=texmex&p=proj&fssid=1x400ll1nsuz241pt8hls12o80m9,application/json,2042,False,False,0,unknown,
als_taping_tools,browser,GET,document,302,https://drive.google.com/drivesharing/clientmodel?id=1qJasDAXpEIcEkdcyc_L_kIi6iqnOKyfF&foreignService=texmex&authuser=0&origin=https%3A%2F%2Fdrive.google.com,application/binary,0,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://static.klaviyo.com/onsite/js/onsite-triggering-v2.0b38d0f119f9d.js?cb=2,text/javascript,7043,False,False,0,unknown,
als_taping_tools,browser,GET,script,200,https://apis.google.com/_/scs/abc-static/_/js/k=gapi.lb.en.zhTT8Br0Ho8.O/m=client/rt=j/sv=1/d=1/ed=1/rs=AHpOoo-7LeULGjNQZRvhdu3G71akb6JY6A/cb=gapi.loaded_0?le=scs,text/javascript,110654,False,False,0,unknown,
als_taping_tools,browser,GET,xhr,200,https://drive.google.com/viewer/meta?id=ACFrOgDEgDHa1IwxEYhO5-H2xW3uSRBqpOxJhz7UzllpPqn_P_QbND9P-cqFwxN7WiUyB0sf0IaWf9BDAtkz2tvj1QIMV2W7Yydha_WSJ3zcWZ-RZxb9kqiGqCNUt_lJqi-KoQcXglJorokAVpOgSKwDUnIQhTpR9AxFNBnMaj8GyLlKRYuxsVsPUHls2NGi9RDYEmp_XpOdR3wVZLRKyhHOS1H_tbtnOfU5cnu1Lw%3D%3D&dsmi=texmex&fssid=1x400ll1nsuz241pt8hls12o80m9,application/json,36,False,False,0,unknown,
als_taping_tools,browser,GET,document,401,https://accounts.google.com/ServiceLogin?passive=1209600&osid=1&continue=https%3A%2F%2Fdrive.google.com%2Fdrivesharing%2Fclientmodel%3Fid%3D1qJasDAXpEIcEkdcyc_L_kIi6iqnOKyfF%26foreignService%3Dtexmex%26authuser%3D0%26origin%3Dhttps%3A%2F%2Fdrive.google.com&followup=https%3A%2F%2Fdrive.google.com%2Fdrivesharing%2Fclientmodel%3Fid%3D1qJasDAXpEIcEkdcyc_L_kIi6iqnOKyfF%26foreignService%3Dtexmex%26authuser%3D0%26origin%3Dhttps%3A%2F%2Fdrive.google.com,text/html,,False,False,0,unknown,
als_taping_tools,browser,POST,fetch,200,https://api-b2b.bigcommerce.com/graphql,application/json,928,False,True,0,bigcommerce,
als_taping_tools,browser,GET,document,200,https://clients6.google.com/static/proxy.html?usegapi=1&jsh=m%3B%2F_%2Fscs%2Fabc-static%2F_%2Fjs%2Fk%3Dgapi.lb.en.zhTT8Br0Ho8.O%2Fd%3D1%2Frs%3DAHpOoo-7LeULGjNQZRvhdu3G71akb6JY6A%2Fm%3D__features__,text/html,273,False,False,0,unknown,
als_taping_tools,browser,GET,document,200,https://www.google.com/recaptcha/api2/bframe?hl=en&v=XOqlk8PL_yVx6IdpLbpXdiLy&k=6LcjX0sbAAAAACp92-MNpx66FT4pbIWh-FTDmkkz&bft=0dAFcWeA4boEce8eupQ0D2twaq5Of8ZfOqcrlTuaYBXS0hZwo7xdVVACw5zpYVQ70ssYER-n0mu1x5AvQQ_DogA1LztNTj13rnMA,text/html,,False,False,0,unknown,
