match_status,match_basis,confidence,supplier_brand,supplier_sku,supplier_source_sku,supplier_name,supplier_category,supplier_weight,supplier_length,supplier_width,supplier_height,catalog_type,catalog_sku,catalog_name,catalog_brand,catalog_categories,catalog_parent,catalog_weight,catalog_length,catalog_width,catalog_height,matched_identifier,candidate_count,name_score,name_score_gap,numeric_tokens_match,category_compatible,dimension_score,review_notes
exact_name_review,product name + brand + corroboration,review,Columbia Tools,CLT15,CTTCLT15,COLUMBIA HINGE PIN,AUTOMATIC TT PARTS,0,,,,simple,BH6,Hinge Pin,Columbia Tools,Drywall Finishing Tools > Parts,,,,,,,24,1.0000,0.0000,true,false,,"Exact normalized name and brand, but no protected identifier matched"
exact_name_review,product name + brand + corroboration,review,Columbia Tools,CT122,CTTCT122,STRAP COLUMBIA,AUTOMATIC TT PARTS,0,,,,simple,CT116A,Strap,Columbia Tools,Drywall Finishing Tools > Parts,,,,,,,9,1.0000,0.5000,true,false,,"Exact normalized name and brand, but no protected identifier matched"
exact_name_review,product name + brand + corroboration,review,Columbia Tools,CT82A,CTTCT82A,CLUTCH LEVER COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,CT82,Clutch Lever,Columbia Tools,Drywall Finishing Tools > Parts,,,,,,,7,1.0000,0.2667,true,false,,"Exact normalized name and brand, but no protected identifier matched"
exact_name_review,product name + brand + corroboration,review,Columbia Tools,CT91,CTTCT91,RELEASE CLIP BUSHING COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,CT92,Release Clip Bushing,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,,42,1.0000,0.1667,true,false,1.0000,"Exact normalized name and brand, but no protected identifier matched"
exact_name_review,product name + brand + corroboration,review,Columbia Tools,FFH14,CTTFFH14,HANDLE GRIP COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,HH35,Handle Grip,Columbia Tools,Drywall Finishing Tools > Parts,,,,,,,45,1.0000,0.0000,true,false,,"Exact normalized name and brand, but no protected identifier matched"
exact_name_review,product name + brand + corroboration,review,Columbia Tools,FFH3,CTTFFH3,LOWER MOUNTING BRACKET COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,BH3,Lower Mounting Bracket,Columbia Tools,Drywall Finishing Tools > Parts,,,,,,,12,1.0000,0.0732,true,false,,"Exact normalized name and brand, but no protected identifier matched"
exact_name_review,product name + brand + corroboration,review,Columbia Tools,FFH6,CTTFFH6,HINGE PIN COLUMBIA,AUTOMATIC TT PARTS,0,,,,simple,BH6,Hinge Pin,Columbia Tools,Drywall Finishing Tools > Parts,,,,,,,24,1.0000,0.0000,true,false,,"Exact normalized name and brand, but no protected identifier matched"
exact_name_review,product name + brand + corroboration,review,Columbia Tools,HFFB510,CTTHFFB510,"10"" AXLE COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,FFB5-10,"Axle - 10""",Columbia Tools,,FFB5,,,,,,181,1.0000,0.2381,true,true,,"Exact normalized name and brand, but no protected identifier matched"
exact_name_review,product name + brand + corroboration,review,Columbia Tools,HFFB514,CTTHFFB514,"14"" AXLE COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,FFB5-14,"Axle - 14""",Columbia Tools,,FFB5,,,,,,177,1.0000,0.2381,true,true,,"Exact normalized name and brand, but no protected identifier matched"
exact_name_review,product name + brand + corroboration,review,Columbia Tools,HFFB57,CTTHFFB57,"7"" AXLE COLUMBIA",AUTOMATIC TT PARTS,0,,,,variation,FFB5-7,"Axle - 7""",Columbia Tools,,FFB5,,,,,,177,1.0000,0.2632,true,true,,"Exact normalized name and brand, but no protected identifier matched"
exact_name_review,product name + brand + corroboration,review,Columbia Tools,HFFB58,CTTHFFB58,"8"" AXLE COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,FFB5-8,"Axle - 8""",Columbia Tools,,FFB5,,,,,,185,1.0000,0.2632,true,true,,"Exact normalized name and brand, but no protected identifier matched"
exact_name_review,product name + brand + corroboration,review,Columbia Tools,NS10,CTTNS10,DOOR SPRING COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,FFB17,Door Spring,Columbia Tools,Drywall Finishing Tools > Parts,,0.1,3,1,1,,46,1.0000,0.0000,true,false,1.0000,"Exact normalized name and brand, but no protected identifier matched"
exact_name_review,product name + brand + corroboration,review,Columbia Tools,NS11,CTTNS11,DOOR SPRING NUT COLUMBIA,AUTOMATIC TT PARTS,0,,,,simple,FFB16,Door Spring Nut,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,,59,1.0000,0.1538,true,false,1.0000,"Exact normalized name and brand, but no protected identifier matched"
exact_name_review,product name + brand + corroboration,review,Columbia Tools,NS31,CTTNS31,HANDLE LINK COLUMBIA,AUTOMATIC TT PARTS,0,,,,simple,MP6,Handle Link,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,,41,1.0000,0.2381,true,false,1.0000,"Exact normalized name and brand, but no protected identifier matched"
likely_name_review,product name + brand + corroboration,review,Columbia Tools,FFB257,CTTFFB257,"7"" RUBBER GASKET RETAINER COLUMBIA",AUTOMATIC TT PARTS,0,,,,variable,FFB25,Rubber Gasket Retainer,Columbia Tools,Drywall Finishing Tools > Parts,,,,,,,192,0.8980,0.3366,true,false,,Strong brand-compatible name candidate; protected identifier verification required
likely_name_review,product name + brand + corroboration,review,Columbia Tools,FFB258,CTTFFB258,"8"" RUBBER GASKET RETAINER COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variable,FFB25,Rubber Gasket Retainer,Columbia Tools,Drywall Finishing Tools > Parts,,,,,,,200,0.8980,0.3366,true,false,,Strong brand-compatible name candidate; protected identifier verification required
likely_name_review,product name + brand + corroboration,review,Columbia Tools,HNS14C,CTTHNS14C,HANDLE LINK CONNECTOR COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,CR11,Handle Connecting Link,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,,44,0.8837,0.1615,true,false,1.0000,Strong brand-compatible name candidate; protected identifier verification required
matched_identifier,sku->SKU,confirmed,Columbia Tools,10FBB,CTT10FBB,"COLUMBIA 10"" FINISHER FAT BOY FLAT BOX",AUTOMATIC TAPING TOOLS,5,,,,variation,10FBB,"Columbia Fat Boy Flat Box - 10""",Columbia Tools,,COL-FAT-BOY-FLAT-BOX,5,,,,10FBB,1,0.8571,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,10FBBA,CTT10FBBA,"10"" FAT BOY AUTOMATIC FLAT BOX COLUMBIA",AUTOMATIC TAPING TOOLS,4.5275,14,9,8,variation,10FBBA,"Columbia Automatic Fat Boy Box - 10""",Columbia Tools,,COL-AUTOMATIC-FAT-BOY-BOX,4.5275,14,9,8,10FBBA,1,0.9153,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,10FFB,CTT10FFB,"COLUMBIA 10"" FINISHER FLAT BOX",AUTOMATIC TAPING TOOLS,3.313,5,13,7,variation,10FFB,"Columbia Flat Finisher Box - 10""",Columbia Tools,,COL-FLAT-FINISHER-BOX,3.313,5,13,7,10FFB,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,10FFBA,CTT10FFBA,"10"" AUTOMATIC FLAT BOX COLUMBIA",AUTOMATIC TAPING TOOLS,4.3,,,,variation,10FFBA,"Columbia Automatic Flat Box - 10""",Columbia Tools,,COL-AUTOMATIC-FLAT-BOX,4.3,,,,10FFBA,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,12FBB,CTT12FBB,"COLUMBIA 12"" FINISHER FAT BOY FLAT BOX",AUTOMATIC TAPING TOOLS,4.174,13,6,8,variation,12FBB,"Columbia Fat Boy Flat Box - 12""",Columbia Tools,,COL-FAT-BOY-FLAT-BOX,4.174,13,6,8,12FBB,1,0.8571,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,12FBBA,CTT12FBBA,"12"" FAT BOY AUTOMATIC FLAT BOX COLUMBIA",AUTOMATIC TAPING TOOLS,5.3705,14,8,9,variation,12FBBA,"Columbia Automatic Fat Boy Box - 12""",Columbia Tools,,COL-AUTOMATIC-FAT-BOY-BOX,5.3705,14,8,9,12FBBA,1,0.9153,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,12FFB,CTT12FFB,"COLUMBIA 12"" FINISHER FLAT BOX",AUTOMATIC TAPING TOOLS,3.814,13,5,7,variation,12FFB,"Columbia Flat Finisher Box - 12""",Columbia Tools,,COL-FLAT-FINISHER-BOX,3.814,13,5,7,12FFB,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,12FFBA,CTT12FFBA,"12"" AUTOMATIC FLAT BOX COLUMBIA",AUTOMATIC TAPING TOOLS,4.9,,,,variation,12FFBA,"Columbia Automatic Flat Box - 12""",Columbia Tools,,COL-AUTOMATIC-FLAT-BOX,4.9,,,,12FFBA,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,14FFB,CTT14FFB,"COLUMBIA 14"" FINISHER FLAT BOX",AUTOMATIC TAPING TOOLS,4.3685,16,5.25,8,variation,14FFB,"Columbia Flat Finisher Box - 14""",Columbia Tools,,COL-FLAT-FINISHER-BOX,4.3685,16,5.25,8,14FFB,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,14FFBA,CTT14FFBA,"14"" AUTOMATIC FLAT BOX COLUMBIA",AUTOMATIC TAPING TOOLS,5.3,,,,variation,14FFBA,"Columbia Automatic Flat Box - 14""",Columbia Tools,,COL-AUTOMATIC-FLAT-BOX,5.3,,,,14FFBA,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,25AH,CTT25AH,"COLUMBIA 2-1/2"" ANGLE HEAD WITH WHEELS",AUTOMATIC TAPING TOOLS,0.9125,4,4,4,variation,2.5AH,"Columbia Angle Head - 2.5""",Columbia Tools,,COL-ANGLE-HEAD,0.9125,4,4,4,2.5AH,1,0.3438,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,25CSF,CTT25CSF,"COLUMBIA 2.5"" COMBO FLUSHER",AUTOMATIC TAPING TOOLS,0.6415,5,4,3,variation,2.5CSF,"Columbia Combo Flusher - 2.5""",Columbia Tools,,COL-COMBO-FLUSHER,0.6415,5,4,3,2.5CSF,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,2AH,CTT2AH,"COLUMBIA 2"" ANGLE HEAD WITH WHEELS",AUTOMATIC TAPING TOOLS,0.858,5,5,4,variation,2AH,"Columbia Angle Head - 2""",Columbia Tools,,COL-ANGLE-HEAD,0.858,5,5,4,2AH,1,0.7143,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,2NS,CTT2NS,"COLUMBIA 2"" NAIL SPOTTER",AUTOMATIC TT PARTS,1.4575,8,5,5,variation,2NS,"Columbia Nail Spotter - 2""",Columbia Tools,,COL-NAIL-SPOTTER,1.4575,8,5,5,2NS,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,35AH,CTT35AH,"COLUMBIA 3-1/2"" ANGLE HEAD WITH WHEELS",AUTOMATIC TAPING TOOLS,1.1425,5.25,4.75,4,variation,3.5AH,"Columbia Angle Head - 3.5""",Columbia Tools,,COL-ANGLE-HEAD,1.1425,5.25,4.75,4,3.5AH,1,0.3438,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,35CSF,CTT35CSF,"COLUMBIA 3.5"" COMBO FLUSHER",AUTOMATIC TAPING TOOLS,5,,,,variation,3.5CSF,"Columbia Combo Flusher - 3.5""",Columbia Tools,,COL-COMBO-FLUSHER,5,,,,3.5CSF,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,35SF,CTT35SF,"COLUMBIA 3-1/2"" STANDARD FLUSHER WITH WHEELS",AUTOMATIC TAPING TOOLS,1,,,,variation,3.5SF,"Columbia Standard Flusher - 3.5""",Columbia Tools,,COL-STANDARD-FLUSHER,1,,,,3.5SF,1,0.3850,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,3AH,CTT3AH,"COLUMBIA 3"" ANGLE HEAD WITH WHEELS",AUTOMATIC TAPING TOOLS,1.0565,4,5,5,variation,3AH,"Columbia Angle Head - 3""",Columbia Tools,,COL-ANGLE-HEAD,1.0565,4,5,5,3AH,1,0.7143,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,3BH,CTT3BH,3' 180-GRIP FLAT BOX HANDLE COLUMBIA,AUTOMATIC TAPING TOOLS,1.823,37.5,5.75,4,variation,3BH,Columbia 180° Grip Flat Box Handle - 3',Columbia Tools,,COL-180-GRIP-FLAT-BOX-HANDLE,1.823,37.5,5.75,4,3BH,1,0.5500,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,3CSF,CTT3CSF,"3"" COMBO FLUSHER COLUMBIA",AUTOMATIC TAPING TOOLS,0.6705,6,5,2,variation,3CSF,"Columbia Combo Flusher - 3""",Columbia Tools,,COL-COMBO-FLUSHER,0.6705,6,5,2,3CSF,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,3NS,CTT3NS,"COLUMBIA 3"" NAIL SPOTTER",AUTOMATIC TT PARTS,1.731,8,5,5,variation,3NS,"Columbia Nail Spotter - 3""",Columbia Tools,,COL-NAIL-SPOTTER,1.731,8,5,5,3NS,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,42BH,CTT42BH,"42"" FLAT BOX HANDLE 180 DEGREE COLUMBIA",AUTOMATIC TAPING TOOLS,1.86875,45,5.25,3.75,variation,42BH,"Columbia 180° Grip Flat Box Handle - 42""",Columbia Tools,,COL-180-GRIP-FLAT-BOX-HANDLE,1.86875,45,5.25,3.75,42BH,1,0.4435,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,4BH,CTT4BH,COLUMBIA 4' 180 DEG FLAT BOX HANDLE,AUTOMATIC TAPING TOOLS,2.0635,50.75,5.25,4,variation,4BH,Columbia 180° Grip Flat Box Handle - 4',Columbia Tools,,COL-180-GRIP-FLAT-BOX-HANDLE,2.0635,50.75,5.25,4,4BH,1,0.4529,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,55FBB,CTT55FBB,"5.5"" FAT BOY FLAT BOX COLUMBIA",AUTOMATIC TT PARTS,0,,,,variation,5.5FBB,"Columbia Fat Boy Flat Box - 5.5""",Columbia Tools,,COL-FAT-BOY-FLAT-BOX,,,,,5.5FBB,1,1.0000,,true,true,,
matched_identifier,sku->SKU,confirmed,Columbia Tools,55FFB,CTT55FFB,"5.5"" FLAT BOX COLUMBIA",AUTOMATIC TAPING TOOLS,2.455,8,6,5,variation,5.5FFB,"Columbia Flat Finisher Box - 5.5""",Columbia Tools,,COL-FLAT-FINISHER-BOX,2.455,8,6,5,5.5FFB,1,0.8000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,5BH,CTT5BH,5' 180-GRIP FLAT BOX HANDLE COLUMBIA,AUTOMATIC TAPING TOOLS,8,,,,variation,5BH,Columbia 180° Grip Flat Box Handle - 5',Columbia Tools,,COL-180-GRIP-FLAT-BOX-HANDLE,8,,,,5BH,1,0.5500,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,6BH,CTT6BH,6' 180-GRIP FLAT BOX HANDLE COLUMBIA,AUTOMATIC TAPING TOOLS,10,,,,variation,6BH,Columbia 180° Grip Flat Box Handle - 6',Columbia Tools,,COL-180-GRIP-FLAT-BOX-HANDLE,10,,,,6BH,1,0.5500,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,7CFB,CTT7CFB,"COLUMBIA 7"" CORNER THROTTLE BOX",AUTOMATIC TAPING TOOLS,3.2875,10,10,4,variation,7CFB,"Columbia Throttle Corner Flusher Box - 7""",Columbia Tools,,COL-THROTTLE-CORNER-FLUSHER-BOX,3.2875,10,10,4,7CFB,1,0.8571,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,7FFB,CTT7FFB,"7"" FLAT FINISHING BOX COLUMBIA",AUTOMATIC TAPING TOOLS,2.8085,13,5,8,variation,7FFB,"Columbia Flat Finisher Box - 7""",Columbia Tools,,COL-FLAT-FINISHER-BOX,2.8085,13,5,8,7FFB,1,0.8889,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,8CFB,CTT8CFB,"COLUMBIA 8"" CORNER THROTTLE BOX",AUTOMATIC TAPING TOOLS,3.6385,10,5,10,variation,8CFB,"Columbia Throttle Corner Flusher Box - 8""",Columbia Tools,,COL-THROTTLE-CORNER-FLUSHER-BOX,3.6385,10,5,10,8CFB,1,0.8571,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,8FBB,CTT8FBB,"COLUMBIA 8"" FAT BOY BOX",AUTOMATIC TAPING TOOLS,1,,,,variation,8FBB,"Columbia Fat Boy Flat Box - 8""",Columbia Tools,,COL-FAT-BOY-FLAT-BOX,1,,,,8FBB,1,0.8649,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,8FBBA,CTT8FBBA,"8"" FAT BOY AUTOMATIC FLAT BOX COLUMBIA",AUTOMATIC TAPING TOOLS,4.1,,,,variation,8FBBA,"Columbia Automatic Fat Boy Box - 8""",Columbia Tools,,COL-AUTOMATIC-FAT-BOY-BOX,4.1,,,,8FBBA,1,0.9123,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,8FFB,CTT8FFB,"COLUMBIA 8"" FLAT FINISHER BOX",AUTOMATIC TAPING TOOLS,1,,,,variation,8FFB,"Columbia Flat Finisher Box - 8""",Columbia Tools,,COL-FLAT-FINISHER-BOX,1,,,,8FFB,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,8FFBA,CTT8FFBA,"8"" AUTOMATIC FLAT BOX COLUMBIA",AUTOMATIC TAPING TOOLS,3.9,,,,variation,8FFBA,"Columbia Automatic Flat Box - 8""",Columbia Tools,,COL-AUTOMATIC-FLAT-BOX,3.9,,,,8FFBA,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH18,CTTAH18,SOCKET WEAR CUP COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,AH18,Socket Wear Cap,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,AH18,1,0.9333,,true,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH1A,CTTAH1A,SPRING HOUSING COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,AH1A,Spring Housing,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,AH1A,1,1.0000,,true,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH32,CTTAH32,"2"" CARBIDE BLADE COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,AH3-2,"Top Blade - 2""",Columbia Tools,,AH3,0.01,,,,AH3-2,1,0.6250,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH325,CTTAH325,"2-1/2"" CARBIDE BLADE COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,AH3-2.5,"Top Blade - 2.5""",Columbia Tools,,AH3,0.01,,,,AH3-2.5,1,0.2895,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH33,CTTAH33,"3"" CARBIDE BLADE COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,AH3-3,"Top Blade - 3""",Columbia Tools,,AH3,0.01,,,,AH3-3,1,0.6250,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH335,CTTAH335,"3-1/2"" CARBIDE BLADE COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,AH3-3.5,"Top Blade - 3.5""",Columbia Tools,,AH3,0.01,,,,AH3-3.5,1,0.2895,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH4,CTTAH4,SIDE BLADE COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,AH4,Side Blade,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,AH4,1,1.0000,,true,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH5,CTTAH5,FRAME RETAINER CLIP COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,AH5,Frame Retainer Clip,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,AH5,1,1.0000,,true,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH6A,CTTAH6A,BALL HOLDER RELEASE CLIP COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,AH6A,Funnel Retainer Clip,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,AH6A,1,0.4545,,true,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH72,CTTAH72,"FRAME TENSION SPRING 2"" COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,AH7-2,"Frame Tension Spring - 2""",Columbia Tools,,AH7,0.01,,,,AH7-2,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH725,CTTAH725,"FRAME TEN SPRING 2-1/2"" (+SMALL 3"" SPRING) COLUM",AUTOMATIC TT PARTS,0.01,,,,variation,AH7-2.5,"Frame Tension Spring - 2.5""",Columbia Tools,,AH7,0.01,,,,AH7-2.5,1,0.3039,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH73,CTTAH73,"3"" TENSION SPRING (LARGE) COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,AH7-3,"Frame Tension Spring - 3""",Columbia Tools,,AH7,0.01,,,,AH7-3,1,0.7600,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH735,CTTAH735,"3.5"" FRAME TENSION SPRING COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,AH7-3.5,"Frame Tension Spring - 3.5""",Columbia Tools,,AH7,0.01,,,,AH7-3.5,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH8A,CTTAH8A,COLUMBIA TOP RETAINER CORNER CLIP,AUTOMATIC TT PARTS,0,,,,variation,AH8A,"Top Retainer Corner Clip - 3.5""",Columbia Tools,,AH8-CLIP,,,,,AH8A,1,0.8727,,false,true,,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH9A,CTTAH9A,COLUMBIA BOTTOM RETAINER CORNER CLIP,AUTOMATIC TT PARTS,0,,,,variation,AH9A,"Bottom Retainer Corner Clip - 3.5""",Columbia Tools,,AH9-CLIP,,,,,AH9A,1,0.8852,,false,true,,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AHA,CTTAHA,COLUMBIA ANGLE HEAD ADAPTER,AUTOMATIC TAPING TOOLS,1,,,,simple,AHA,Angle Head Adapter,Columbia Tools,Drywall Finishing Tools > Parts,,1,,,,AHA,1,1.0000,,true,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,BF,CTTBF,COLUMBIA BOX FILLER,AUTOMATIC TAPING TOOLS,0.31,5,4,2,variation,BF,Columbia Box Filler - Standard,Columbia Tools,,COL-BOX-FILLER,0.31,5,4,2,BF,1,0.6897,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,BH1,CTTBH1,MOUNTING PLATE (180 GRIP) COLUMBIA,AUTOMATIC TT PARTS,1,,,,simple,BH1,Mounting Plate,Columbia Tools,Drywall Finishing Tools > Parts,,1,,,,BH1,1,0.7568,,false,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,BH11,CTTBH11,COLUMBIA STRAP CONNECTING PIN,AUTOMATIC TT PARTS,0,,,,simple,BH11,Strap Connecting Pin,Columbia Tools,Drywall Finishing Tools > Parts,,,,,,BH11,1,1.0000,,true,false,,
